Make,Model,trim,mileage,reg_year,transmission_type,fuel_type,price
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
BMW,1,Series 118i M Sport 5dr Step Auto,24655,2020,Automatic,Petrol,"21,995"
MINI,Countryman,2.0 Cooper S 5dr Auto [7 Speed],24361,2018,Automatic,Petrol,"21,995"
Nissan,X-Trail,1.3 DiG-T N-Connecta 5dr DCT,16491,2019,Automatic,Petrol,"22,995"
Volkswagen,Sharan,1.4 TSI SE Nav 5dr DSG,28282,2020,Semiauto,Petrol,"23,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,34920,2020,Automatic,Hybrid,"17,495"
Hyundai,IONIQ,1.6 GDi Hybrid Premium 5dr DCT,17584,2020,Automatic,Hybrid,"17,695"
Vauxhall,Grandland,X 1.2 Turbo SRi Nav 5dr Auto,11290,2020,Automatic,Petrol,"17,995"
SEAT,Leon,2.0 TSI 190 Xcellence Lux [EZ] 5dr DSG,7415,2019,Semiauto,Petrol,"18,495"
Volkswagen,T-Cross,1.0 TSI 115 SE 5dr DSG,25611,2020,Automatic,Petrol,"18,995"
Hyundai,IONIQ,1.6 GDi Hybrid Premium SE 5dr DCT,16314,2020,Automatic,Hybrid,"18,995"
MINI,Countryman,1.5 Cooper 5dr Auto [7 Speed],22154,2018,Automatic,Petrol,"18,995"
Kia,Niro,1.6 GDi Hybrid 2 5dr DCT,18886,2020,Automatic,Hybrid,"19,495"
Citroen,Berlingo,1.5 BlueHDi 130 Flair M 5dr EAT8,25700,2019,Semiauto,Diesel,"19,995"
SEAT,Alhambra,2.0 TDI CR Xcellence [150] 5dr DSG,31388,2017,Semiauto,Diesel,"20,495"
MINI,Hatchback,2.0 Cooper S Exclusive II 3dr Auto,20074,2020,Automatic,Petrol,"20,995"
BMW,2,Series 220i Luxury 5dr DCT,19716,2019,Semiauto,Petrol,"21,395"
Renault,Captur,1.3 TCE 140 S Edition 5dr EDC,689,2021,Semiauto,Petrol,"21,495"
Renault,Captur,1.6 E-TECH Hybrid 145 S Edition 5dr Auto,12192,2021,Automatic,Hybrid,"21,795"
Vauxhall,Corsa,1.2 Turbo Ultimate 5dr Auto,1725,2023,Automatic,Petrol,"21,995"
Peugeot,3008,1.2 PureTech GT Line Premium 5dr EAT8,35241,2020,Semiauto,Petrol,"21,995"
